1o. Agrupamento,REFERENTE AO,2o. Agrupamento,Recurso,COR,Descrição,Matéria Prima,Compr,Largu,Quant,Saldo,Pendente,Etapa Seguinte,setor,setor_novo,
17/03/2024,031251,GMS C.Guilhotinas,428383,,CORRENTE TENSOR 855 - CARROC,226105 - CORRENTE ELO 3/16 F. POLIDO,,,1,0,1,S Estamparia,FUEIRO,#REF!,428383-1;
17/03/2024,031251,GMS Corte Manual,428360,,ELO CORRENTE COMPLEM-CARR C2,226105 - CORRENTE ELO 3/16 F. POLIDO,,,1,0,1,S C Guilhotina,FUEIRO,#REF!,428360-1;
18/03/2024,031252,GMS C.Serras,494665,,PINO FUEIRO       CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",40,"19,05",6,1638,6,S Usinagem,FUEIRO,#REF!,494665-6;
18/03/2024,031252,GMS C.Serras,031212,,CORPO FUEIRO DIANTEIRO - CBHM 10000/8000,134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm,1640,,1,2,1,S Usinagem,FUEIRO,#REF!,31212-1;
18/03/2024,031252,GMS C.Serras,031233,,BUCHA ESPAÇ  FUEIRO TUBULAR CBHM,134375 - TUBO     1/2       DIN 2440,40,,2,"1663,79",2,S Mont Sistemas Carretas,FUEIRO,#REF!,31233-2;
18/03/2024,031252,GMS C.Guilhotinas,494616,,FECHAM SUP   FUEIRO   CBHM,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,6151,1,Sem Processo,FUEIRO,#REF!,494616-1;
19/03/2024,031253,GMS C.Serras,494665,,PINO FUEIRO       CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",40,"19,05",6,1638,6,S Usinagem,FUEIRO,#REF!,494665-6;
19/03/2024,031253,GMS C.Serras,031212,,CORPO FUEIRO DIANTEIRO - CBHM 10000/8000,134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm,1640,,1,2,1,S Usinagem,FUEIRO,#REF!,31212-1;
19/03/2024,031253,GMS C.Serras,031233,,BUCHA ESPAÇ  FUEIRO TUBULAR CBHM,134375 - TUBO     1/2       DIN 2440,40,,2,"1663,79",2,S Mont Sistemas Carretas,FUEIRO,#REF!,31233-2;
19/03/2024,031253,GMS C.Guilhotinas,494616,,FECHAM SUP   FUEIRO   CBHM,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,6151,1,Sem Processo,FUEIRO,#REF!,494616-1;
20/03/2024,031254,GMS C.Serras,494665,,PINO FUEIRO       CBHM,"112434 - ACO TREF. RED. SAE-1020 - 3/4""",40,"19,05",4,1638,4,S Usinagem,FUEIRO,#REF!,494665-4;
20/03/2024,031254,GMS C.Serras,031213,,CORPO FUEIRO DIANT 90cm - CBHM 4500/5000,134062NAC - TUBO RETANGULAR 100 X 50 X 3.75 X 6300 mm,,,1,57,1,S Usinagem,FUEIRO,#REF!,31213-1;
20/03/2024,031254,GMS C.Serras,031233,,BUCHA ESPAÇ  FUEIRO TUBULAR CBHM,134375 - TUBO     1/2       DIN 2440,40,,2,"1663,79",2,S Mont Sistemas Carretas,FUEIRO,#REF!,31233-2;
