1o. Agrupamento,REFERENTE AO,2o. Agrupamento,Recurso,COR,Descrição,Matéria Prima,Compr,Largu,Quant,Saldo,Pendente,Etapa Seguinte,setor,setor_novo,
28/06/2024,032765,GMS C.Plasma,429399,,BASE ESGUICHO - KIT CONTRA INCENDIO   TA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",140,100,1,0,1,S Estamparia,CHASSI,#REF!,429399-1;
28/06/2024,032765,GMS C.Plasma,032480,,REFORÇO DA TRANSV. DIANTEIRA [CHASSI - FA4 FIXA],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,42,2,61,2,S Mont Sistemas Carretas,CHASSI,#REF!,32480-2;
28/06/2024,032765,GMS C.Plasma,460783,,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",70,60,2,47,2,S Estamparia,CHASSI,#REF!,460783-2;
28/06/2024,032765,GMS C.Plasma,467704,,ESBARRO LIMITADOR DE GIRO - 5ª RODA (M98)   F4/6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",50,160,2,131,2,S Estamparia,CHASSI,#REF!,467704-2;
28/06/2024,032765,GMS C.Plasma,453407,,SUP FEIXE MOLA DIAN-CHASSI  U4P2,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",,,4,248,4,S Estamparia,CHASSI,#REF!,453407-4;
28/06/2024,032765,GMS C.Plasma,411218,,APOIO MOLA - CHASSI            CAR,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,154,2,S Estamparia,CHASSI,#REF!,411218-2;
28/06/2024,032765,GMS C.Plasma,029946,,LONGARINA DO CHASSI - ER4 C/ E S/ MOLA,"120273 - CHAPA FQ  3,75mm. SAE-1006",3185,235,2,35,2,S Estamparia,CHASSI,#REF!,29946-2;
28/06/2024,032765,GMS C.Plasma,479500,,TRANSV CENTRAL - CHASSI (M98)  F4,"120273 - CHAPA FQ  3,75mm. SAE-1006",688,175,2,6,2,S Estamparia,CHASSI,#REF!,479500-2;
28/06/2024,032765,GMS C.Plasma,029678,,TRANVERSINA TRASEIRA - CHASSI ER6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",900,200,1,5,1,S Estamparia,CHASSI,#REF!,29678-1;
28/06/2024,032765,GMS C.Plasma,029679,,TRANVERSINA DIANTEIRA - CHASSI ER6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",900,200,1,4,1,S Estamparia,CHASSI,#REF!,29679-1;
28/06/2024,032765,GMS C.Plasma,479202,,TRANSV SUPORTE - CHASSI (M98)  F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",688,170,2,5,2,S Estamparia,CHASSI,#REF!,479202-2;
28/06/2024,032765,GMS C.Plasma,025745,,APOIO SUPORTE DE MOLAS - CHASSI F6 CS M14,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",130,208,4,52,4,S Estamparia,CHASSI,#REF!,25745-4;
28/06/2024,032765,GMS C.Plasma,026425,,PLACA DE APOIO - CHASSI (M98)   F4/6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,1,12,1,S Estamparia,CHASSI,#REF!,26425-1;
28/06/2024,032765,GMS C.Guilhotinas,492073,,DIAFRAGMA FEIXE MOLA-5ROD U4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,40,2,1126,2,Sem Processo,CHASSI,#REF!,492073-2;
24/05/2024,032770,GMS Prensas,032904,,OLHAL DE ELEVACÃO - TANQUE SIMPLES    FTC,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",200,,4,949,4,S Mont Sistemas Carretas,TANQUE,#REF!,32904-4;
24/05/2024,032770,GMS Prensas,444959,,PINO FIXADOR - EIXO DIANT FT5,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",90,"12,7",2,0,2,S Usinagem,TANQUE,#REF!,444959-2;
24/05/2024,032770,GMS Prensas,445824,,PINO - PRED TAMPA         T-FT,"112203 - ACO TREF. RED. SAE-1020 - 1/2""",44,"12,7",2,0,2,S Mont Sistemas Carretas,TANQUE,#REF!,445824-2;
24/05/2024,032770,GMS Prensas,442276,,PINO DOBRAD-DOBRAD PADRAO TQ,"112501 - ACO TREF. RED. SAE-1020 - 5/16""",140,"7,94",1,12,1,S Estamparia,TANQUE,#REF!,442276-1;
24/05/2024,032770,GMS C.Serras,417099,,"BUCHA PORTA CABO - FREIO A3,","134118 - TUBO SCHEDULLE 80 - 3/8"" 5000",40,,1,0,1,S Usinagem,TANQUE,#REF!,417099-1;
24/05/2024,032770,GMS C.Serras,491342,,PORCA PORTA VISITA-T ELIP,134132 - TUBO MECANICO  32 X  20  ST-52,26,32,1,14,1,S Usinagem,TANQUE,#REF!,491342-1;
24/05/2024,032770,GMS C.Serras,496832,,TUBO ESC 2   GALV            TANQUE,"134144 - TUBO SCHEDULLE 80 - 2"" C/C",90,"50,8",1,36,1,S Usinagem,TANQUE,#REF!,496832-1;
24/05/2024,032770,GMS C.Serras,496819,,TUBO ESC  1.1/2  GALV     TANQUE,"134170 - TUBO SCHEDULLE 80 - 1.1/2""",90,"48,3",1,44,1,S Usinagem,TANQUE,#REF!,496819-1;
24/05/2024,032770,GMS C.Serras,411516,,CORRIMAO - ESCADA              T3/4,134375 - TUBO     1/2       DIN 2440,1480,"21,34",2,4,2,S Estamparia,TANQUE,#REF!,411516-2;
24/05/2024,032770,GMS C.Serras,411735,,DEGRAU ESCADA                  TANQUES,134375 - TUBO     1/2       DIN 2440,380,"21,34",3,0,3,S Mont Sistemas Carretas,TANQUE,#REF!,411735-3;
24/05/2024,032770,GMS C.Plasma,491421,,GUARDA FECHAM T3500/5000  TANQ,"120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",,,2,47,2,S Estamparia,TANQUE,#REF!,491421-2;
24/05/2024,032770,GMS C.Plasma,418778,,APOIO PRENDEDOR  -  FECHO   FT,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",92,40,4,12,4,S Estamparia,TANQUE,#REF!,418778-4;
24/05/2024,032770,GMS C.Plasma,440115,,CORRIMAO MENOR           T3/4/6,"120250 - CHAPA #11(3,04) A36/CIVIL300",1200,60,2,340,2,S Estamparia,TANQUE,#REF!,440115-2;
24/05/2024,032770,GMS C.Plasma,426337,,COLUNA LATERAL          T3/4/6,"120250 - CHAPA #11(3,04) A36/CIVIL300",200,60,8,100,8,S Estamparia,TANQUE,#REF!,426337-8;
24/05/2024,032770,GMS C.Plasma,426386,,COLUNA CENTRAL            T4,"120250 - CHAPA #11(3,04) A36/CIVIL300",70,60,2,2220,2,S Estamparia,TANQUE,#REF!,426386-2;
24/05/2024,032770,GMS C.Plasma,032624,,QUEBRA-ONDAS [FTC 4300 M22],"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,2,4,2,S Estamparia,TANQUE,#REF!,32624-2;
24/05/2024,032770,GMS C.Plasma,032626,,FECHAMENTO TRASEIRO [FTC 4300 M22],"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,1,3,1,S Estamparia,TANQUE,#REF!,32626-1;
24/05/2024,032770,GMS C.Plasma,032627,,FECHAMENTO FRONTAL [FTC 4300 M22],"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,1,2,1,S Estamparia,TANQUE,#REF!,32627-1;
24/05/2024,032770,GMS C.Plasma,032632,,LONGARINA [TANQUE SIMPLES 4300L],"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,2,4,2,S Estamparia,TANQUE,#REF!,32632-2;
24/05/2024,032770,GMS C.Plasma,033120,,FECHAMENTO LONGARINA [TANQUE SIMPLES - FTC],"120273 - CHAPA FQ  3,75mm. SAE-1006",,,4,338,4,S Mont Sistemas Carretas,TANQUE,#REF!,33120-4;
24/05/2024,032770,GMS C.Plasma,456469,,TAMPAO - TQ ELIPTICO PADRAO,"120274 - CHAPA FQ #14 (1.20 x 4,50m) 1010",534,534,1,887,1,S Estamparia,TANQUE,#REF!,456469-1;
24/05/2024,032770,GMS C.Plasma,444893,,CANTONEIRA BASE-KIT CONTRA INCENDIO TA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",750,90,4,15,4,S Estamparia,TANQUE,#REF!,444893-4;
24/05/2024,032770,GMS C.Plasma,475944,,SUP FIXACAO PLAT - TANQUES M98,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",200,42,6,1364,6,S Estamparia,TANQUE,#REF!,475944-6;
24/05/2024,032770,GMS C.Plasma,475956,,SUP FIXACAO DIANT/TRAS PLAT - TANQUES M98,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",125,42,4,3437,4,S Estamparia,TANQUE,#REF!,475956-4;
24/05/2024,032770,GMS C.Plasma,414426,,"PORTA TRAVA RE  FA3,5FBS","120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",83,26,2,137,2,S Estamparia,TANQUE,#REF!,414426-2;
24/05/2024,032770,GMS C.Guilhotinas,465793,,REFORCO ( PADRAO TANQUE ) FT,"120250 - CHAPA #11(3,04) A36/CIVIL300",800,100,2,1067,2,S Estamparia,TANQUE,#REF!,465793-2;
24/05/2024,032770,GMS C.Guilhotinas,469932,,COLARINHO T ELÍPTICO        TAN,"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,1,91,1,S Estamparia,TANQUE,#REF!,469932-1;
24/05/2024,032770,GMS C.Guilhotinas,032879,,CORRIMAO MAIOR [GRADIL - FTC 4300 M22],120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,3170,58,2,2,2,S Estamparia,TANQUE,#REF!,32879-2;
24/05/2024,032770,GMS C.Guilhotinas,032682,,CHAPEAMENTO [FTC4300 M22],"120706 - CHAPA FQ #13 (1,20 x 2,40m) 1010",,,6,0,6,S Estamparia,TANQUE,#REF!,32682-6;
05/04/2024,032771,GMS C.Serras,032723,,BUCHA [GAIOLA KIT INCENDIO - FTC],"134172 - TUBO SCHEDULLE 80 - 1"" S/C",40,,4,181,4,S Usinagem,FUEIRO,#REF!,32723-4;
05/04/2024,032771,GMS C.Plasma,032669,,REFORÇO MAIOR [GAIOLA KIT INCENDIO - FTC],"120250 - CHAPA #11(3,04) A36/CIVIL300",767,20,3,152,3,S Mont Sistemas Carretas,FUEIRO,#REF!,32669-3;
05/04/2024,032771,GMS C.Plasma,032670,,REFORÇO MENOR [GAIOLA KIT INCENDIO - FTC],"120250 - CHAPA #11(3,04) A36/CIVIL300",370,20,2,177,2,S Mont Sistemas Carretas,FUEIRO,#REF!,32670-2;
05/04/2024,032771,GMS C.Plasma,032665,,ASSOALHO [GAIOLA KIT INCENDIO - FTC],"120255 - CHAPA FQ #13 (1,20 x 3,51m) 1010",,,1,0,1,S Estamparia,FUEIRO,#REF!,32665-1;
29/06/2024,032774,GMS C.Serras,031803,,BUCHA ROSCADA FIXAÇÃO - FA FB FIXA,110012 - ACO LAMINADO RED 2.1/2    1045,22,,1,5,1,S Usinagem,CHASSI,#REF!,31803-1;
29/06/2024,032774,GMS C.Plasma,025743,,SUPORTE FIX. DA PLATAF. - CHASSI F6 CS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,42,6,106,6,S Estamparia,CHASSI,#REF!,25743-6;
29/06/2024,032774,GMS C.Plasma,429399,,BASE ESGUICHO - KIT CONTRA INCENDIO   TA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",140,100,1,0,1,S Estamparia,CHASSI,#REF!,429399-1;
29/06/2024,032774,GMS C.Plasma,032481,,SUPORTE DE TRAVAMENTO [CHASSI - FA4 FIXA],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,110,1,1,1,S Estamparia,CHASSI,#REF!,32481-1;
29/06/2024,032774,GMS C.Plasma,032480,,REFORÇO DA TRANSV. DIANTEIRA [CHASSI - FA4 FIXA],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,42,2,61,2,S Mont Sistemas Carretas,CHASSI,#REF!,32480-2;
29/06/2024,032774,GMS C.Plasma,493673,,REFORCO TRAVA       CHASSI FA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,40,2,424,2,S Estamparia,CHASSI,#REF!,493673-2;
29/06/2024,032774,GMS C.Plasma,448606,,REFORÇO - CHASSI                 FA3FB,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,12,2,S Estamparia,CHASSI,#REF!,448606-2;
29/06/2024,032774,GMS C.Plasma,479068,,LONGARINA - CHASSI  (M98)  FA,"120273 - CHAPA FQ  3,75mm. SAE-1006",3185,286,2,10,2,S Estamparia,CHASSI,#REF!,479068-2;
29/06/2024,032774,GMS C.Plasma,458880,,TRANSV DIANT - CHASSI    FA3FB,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",900,295,1,4,1,S Estamparia,CHASSI,#REF!,458880-1;
29/06/2024,032774,GMS C.Plasma,479172,,TRANSV TRASEIRA - CHASSI (M98)  F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",900,227,1,3,1,S Estamparia,CHASSI,#REF!,479172-1;
29/06/2024,032774,GMS C.Plasma,447286,,TRANSVERSINA - CHASSI (M98)  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",680,136,2,8,2,S Estamparia,CHASSI,#REF!,447286-2;
29/06/2024,032774,GMS C.Plasma,459434,,GUIA TRAVAMENTO CHASSI (M98)  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,615,2,S Estamparia,CHASSI,#REF!,459434-2;
29/06/2024,032774,GMS C.Plasma,480691,,REFORÇO  DIANT - CHASSI  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,3,2,S Estamparia,CHASSI,#REF!,480691-2;
29/06/2024,032774,GMS C.Plasma,480680,,REFORÇO  TRAS - CHASSI  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,3,2,S Estamparia,CHASSI,#REF!,480680-2;
29/06/2024,032774,GMS C.Plasma,442215,,PORTA ICAMENTO CHASSI (M98) FA,"120650 - CHAPA GQ   5/16(7,94)     1010",111,60,4,210,4,S Estamparia,CHASSI,#REF!,442215-4;
29/06/2024,032774,GMS C.Guilhotinas,450923,,REFORCO - CHASSI (M98)  FA,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",140,100,2,35,2,Sem Processo,CHASSI,#REF!,450923-2;
29/06/2024,032774,GMS C.Guilhotinas,492980,,COMPLEM CHASSI     FA3FB,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",100,106,1,156,1,S Estamparia,CHASSI,#REF!,492980-1;
20/07/2024,032776,GMS C.Serras,496509,,TUBO PLACA - CHASSI        FT5,"134107 - TUBO SCHEDULLE 80 - 4""",65,"114,3",1,40,1,S Usinagem,CHASSI,#REF!,496509-1;
20/07/2024,032776,GMS C.Plasma,025735,,TRANSV. SUPORTE TRASEIRO - CHASSI F6SS M14,"120157 - CHAPA GQ   3/8 (9,53)     1010",675,190,1,4,1,S Estamparia,CHASSI,#REF!,25735-1;
20/07/2024,032776,GMS C.Plasma,029669,,LONGARINA - CHASSI CARRETA ER6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3985,230,2,11,2,S Estamparia,CHASSI,#REF!,29669-2;
20/07/2024,032776,GMS C.Plasma,025734,,TRANSVERSINA DIANTEIRA - CHASSI F6SS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",675,166,1,4,1,S Estamparia,CHASSI,#REF!,25734-1;
20/07/2024,032776,GMS C.Plasma,025539,,REFORÇO LONGARINA-CHASSI - F4 M98,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",215,132,4,28,4,S Estamparia,CHASSI,#REF!,25539-4;
20/07/2024,032776,GMS C.Plasma,025743,,SUPORTE FIX. DA PLATAF. - CHASSI F6 CS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,42,8,106,8,S Estamparia,CHASSI,#REF!,25743-8;
20/07/2024,032776,GMS C.Plasma,429399,,BASE ESGUICHO - KIT CONTRA INCENDIO   TA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",140,100,1,0,1,S Estamparia,CHASSI,#REF!,429399-1;
20/07/2024,032776,GMS C.Plasma,025740,,FECHAM. TRANSV. SUPORTE BALANCIM - CHASSI F6SS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",135,90,2,80,2,S Estamparia,CHASSI,#REF!,25740-2;
20/07/2024,032776,GMS C.Plasma,032480,,REFORÇO DA TRANSV. DIANTEIRA [CHASSI - FA4 FIXA],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,42,2,61,2,S Mont Sistemas Carretas,CHASSI,#REF!,32480-2;
20/07/2024,032776,GMS C.Plasma,025749,,COMPLEM. TRASV. SUP. BALANCIM - CHASSI F6SS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",74,100,1,38,1,S Estamparia,CHASSI,#REF!,25749-1;
20/07/2024,032776,GMS C.Plasma,469361,,FECHAM LAT CHASSI     (M98)F6,"120273 - CHAPA FQ  3,75mm. SAE-1006",845,122,2,0,2,S Estamparia,CHASSI,#REF!,469361-2;
20/07/2024,032776,GMS C.Plasma,457656,,REFORCO TUBO-CHASSI/TANQ   FT5,"120273 - CHAPA FQ  3,75mm. SAE-1006",,90,4,16250,4,Sem Processo,CHASSI,#REF!,457656-4;
20/07/2024,032776,GMS C.Plasma,029678,,TRANVERSINA TRASEIRA - CHASSI ER6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",900,200,1,5,1,S Estamparia,CHASSI,#REF!,29678-1;
20/07/2024,032776,GMS C.Plasma,029679,,TRANVERSINA DIANTEIRA - CHASSI ER6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",900,200,1,4,1,S Estamparia,CHASSI,#REF!,29679-1;
20/07/2024,032776,GMS C.Plasma,475579,,PLACA APOIO - CHASSI       FT3,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",690,560,1,4,1,S Estamparia,CHASSI,#REF!,475579-1;
20/07/2024,032776,GMS C.Plasma,446178,,TRANSV CENTR CHASSI        (M98)F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",688,179,1,40,1,S Estamparia,CHASSI,#REF!,446178-1;
20/07/2024,032776,GMS C.Plasma,025739,,COMPLEM. TRASV. SUP. TRASEIRO - CHASSI F6SS M14,"120650 - CHAPA GQ   5/16(7,94)     1010",200,160,1,19,1,S Estamparia,CHASSI,#REF!,25739-1;
20/07/2024,032776,GMS C.Plasma,025742,,FECHAM. TRANSV. SUPERIOR TRAS. - CHASSI F6SS M14,"120650 - CHAPA GQ   5/16(7,94)     1010",174,100,2,37,2,S Estamparia,CHASSI,#REF!,25742-2;
20/07/2024,032776,GMS C.Plasma,455337,,ESBARRO - CHASSI/TANQUE   FT5,"120650 - CHAPA GQ   5/16(7,94)     1010",93,93,2,42,2,Sem Processo,CHASSI,#REF!,455337-2;
01/07/2024,032777,GMS C.Serras,025236,,APOIO DA SAPATA - CHASSI FA6 RD,"134016 - TUBO QDR    70,00 X 4,75",350,,2,12,2,Sem Processo,CHASSI,#REF!,25236-2;
01/07/2024,032777,GMS C.Plasma,409741,,SAPATA CHASSI              CBHM,"120157 - CHAPA GQ   3/8 (9,53)     1010",210,165,2,104,2,Sem Processo,CHASSI,#REF!,409741-2;
01/07/2024,032777,GMS C.Plasma,422400,,LONGARINA    CHASSI   FA6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",3985,315,2,1,2,S Estamparia,CHASSI,#REF!,422400-2;
01/07/2024,032777,GMS C.Plasma,025743,,SUPORTE FIX. DA PLATAF. - CHASSI F6 CS M14,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,42,8,106,8,S Estamparia,CHASSI,#REF!,25743-8;
01/07/2024,032777,GMS C.Plasma,429399,,BASE ESGUICHO - KIT CONTRA INCENDIO   TA,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",140,100,1,0,1,S Estamparia,CHASSI,#REF!,429399-1;
01/07/2024,032777,GMS C.Plasma,032480,,REFORÇO DA TRANSV. DIANTEIRA [CHASSI - FA4 FIXA],"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,42,2,61,2,S Mont Sistemas Carretas,CHASSI,#REF!,32480-2;
01/07/2024,032777,GMS C.Plasma,423191,,TRANSV DIANT INTERM-CHASSI  FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,2,1,S Estamparia,CHASSI,#REF!,423191-1;
01/07/2024,032777,GMS C.Plasma,423075,,REFORCO LONG - CHASSI   FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,0,2,S Estamparia,CHASSI,#REF!,423075-2;
01/07/2024,032777,GMS C.Plasma,423348,,FECHAM LAT TR DIANT - CHASSI  FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,2,46,2,S Estamparia,CHASSI,#REF!,423348-2;
01/07/2024,032777,GMS C.Plasma,451540,,TRANSV DIANT - CHASSI   FA6,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",,,1,0,1,S Estamparia,CHASSI,#REF!,451540-1;
01/07/2024,032777,GMS C.Plasma,424109,,TRANSV TRAS INT - CHASSI   FA6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",687,284,1,16,1,S Estamparia,CHASSI,#REF!,424109-1;
01/07/2024,032777,GMS C.Plasma,025235,,TRANSVERSINA CENTRAL - CHASSI FA6 RD,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",577,160,1,33,1,S Estamparia,CHASSI,#REF!,25235-1;
01/07/2024,032777,GMS C.Plasma,423154,,REFORCO TRANSV DIANT - CHASSI  FA6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",380,94,1,0,1,S Estamparia,CHASSI,#REF!,423154-1;
01/07/2024,032777,GMS C.Plasma,451344,,TRANSV TRAS - CHASSI     FA6,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",,,1,19,1,S Estamparia,CHASSI,#REF!,451344-1;
01/07/2024,032777,GMS C.Guilhotinas,025237,,FECHAMENTO DO APOIO - CHASSI FA6 RD,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",90,65,4,28,4,S Estamparia,CHASSI,#REF!,25237-4;
06/09/2024,032780,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
06/09/2024,032780,GMS C.Serras,442008,,PINO LIMITADOR GIRO-5RODA U6,"112215 - ACO TREF. RED. SAE-1020 - 1""",135,"25,4",1,10,1,S Usinagem,EIXO,#REF!,442008-1;
06/09/2024,032780,GMS C.Serras,479718,,PINO   FIX EIXO DIANT    F8/F10,"112525 - ACO TREF. RED. SAE-1020 - 5/8""",100,"15,88",2,192,2,S Usinagem,EIXO,#REF!,479718-2;
06/09/2024,032780,GMS C.Serras,437700,,CORPO LIMIT GIRO - EIX DIAT FT5,"126202 - AÇO CHATO LAM 1/2 X 3"" SAE-1020",350,"76,2",1,26,1,S Estamparia,EIXO,#REF!,437700-1;
06/09/2024,032780,GMS C.Serras,025545,,CORPO DO EIXO - F4/6 CM/SM,134018NAC - TUBO RETANGULAR 200 X 100 X 4.75,,,1,6,1,S Estamparia,EIXO,#REF!,25545-1;
06/09/2024,032780,GMS C.Serras,496522,,TUBO EIXO - EIXO SIMPL FT5,134030 - TUBO MEC STAND 101.60 X 6.30,70,"101,6",1,18,1,S Usinagem,EIXO,#REF!,496522-1;
06/09/2024,032780,GMS C.Plasma,447043,,PORTA ICAMENTO - EIXO SS (M98) F,"120157 - CHAPA GQ   3/8 (9,53)     1010",173,85,4,87,4,S Estamparia,EIXO,#REF!,447043-4;
06/09/2024,032780,GMS C.Plasma,459562,,TRAVA EIXO-EIXO COMPL F4S,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",150,150,1,28,1,S Estamparia,EIXO,#REF!,459562-1;
06/09/2024,032780,GMS C.Plasma,025573,,REFORÇO DA PLACA-EIXO DIANT F4/6 (NOV13...),"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",113,113,1,21,1,S Estamparia,EIXO,#REF!,25573-1;
06/09/2024,032780,GMS C.Plasma,475087,,PLACA APOIO EIXO DIANT (M98) F,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",690,375,1,13,1,S Estamparia,EIXO,#REF!,475087-1;
06/09/2024,032780,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
06/09/2024,032780,GMS C.Plasma,025546,,FECHAMENTO [EIXO - F4],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,108,2,S Estamparia,EIXO,#REF!,25546-2;
06/09/2024,032780,GMS C.Plasma,439990,,COMPL PORT ICAM EIXO SS (M98) F,"120650 - CHAPA GQ   5/16(7,94)     1010",85,40,2,104,2,S Estamparia,EIXO,#REF!,439990-2;
06/09/2024,032780,GMS C.Guilhotinas,455600,,TAMPA CUBO - RODAGEM   F6/FA/CBHM,"120121 - CHAPA FF #18   (1,21)     1010",128,128,2,623,2,S Estamparia,EIXO,#REF!,455600-2;
06/09/2024,032780,GMS C.Guilhotinas,448552,,REFORÇO LIM GIRO EIXO SS(M98)F4,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",50,50,2,2745,2,S Estamparia,EIXO,#REF!,448552-2;
19/11/2024,032782,GMS C.Serras,434656,,PONTA EIXO-CUBO FORJ  (00)F6,110980 - ACO LAMINADO RED 1.3/4    1045,306,"44,45",2,116,2,S Usinagem,EIXO,#REF!,434656-2;
19/11/2024,032782,GMS C.Serras,025545,,CORPO DO EIXO - F4/6 CM/SM,134018NAC - TUBO RETANGULAR 200 X 100 X 4.75,,,1,6,1,S Estamparia,EIXO,#REF!,25545-1;
19/11/2024,032782,GMS C.Plasma,025602,,CHAPEAMENTO GUIA - EIXO F4/F6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",200,200,2,11,2,S Estamparia,EIXO,#REF!,25602-2;
19/11/2024,032782,GMS C.Plasma,025603,,ESBARRO EIXO BALANCIM - EIXO F4/F6,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010",120,105,2,145,2,S Estamparia,EIXO,#REF!,25603-2;
19/11/2024,032782,GMS C.Plasma,412661,,ARRUELA P/RET - EIXO (C) F6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,0,2,S Usinagem,EIXO,#REF!,412661-2;
19/11/2024,032782,GMS C.Plasma,025546,,FECHAMENTO [EIXO - F4],"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,108,2,S Estamparia,EIXO,#REF!,25546-2;
19/11/2024,032782,GMS C.Plasma,025600,,HASTE ESTABILIZADORA LD/LE - EIXO F4/6,"120303 - CHAPA FQ 3/16 (1,20 x 6,00m) 1010",,,2,21,2,S Estamparia,EIXO,#REF!,25600-2;
19/11/2024,032782,GMS C.Plasma,420074,,ENGATE BALANCIM - EIXO BAL FT5,"120650 - CHAPA GQ   5/16(7,94)     1010",219,100,1,44,1,S Estamparia,EIXO,#REF!,420074-1;
